id,submitted,updated,title,abstract,authors,link_abstract,link_pdf,link_doi,comment,journal,category,males,females
2004.09011v1,2020-04-20,2020-04-20,Decoherence measurements in crystals of molecular magnets,"  Decoherence processes in crystals of molecular magnets are prototypical for
interacting electronic spin systems. We analyze the Landau-Zener dynamics of
the archetypical TbPc$_2$ complex diluted in a diamagnetic monocrystal. The
dependence of the tunneling probability on the field sweep rate is evaluated in
the framework of the recently proposed master equation in which the decoherence
processes are described through a phenomenological Lindblad operator. Thus, we
showcase low temperature magnetic measurements that complement resonant
techniques in determining small tunnel splittings and dephasing times.
",Gheorghe Taran|Edgar Bonet|Wolfgang Wernsdorfer,http://arxiv.org/abs/2004.09011v1,http://arxiv.org/pdf/2004.09011v1,http://dx.doi.org/10.1103/PhysRevB.99.180408,"5 pages, 3 figures",Physical Review B 99.18 (2019): 180408,maths,2,0
2004.09030v1,2020-04-20,2020-04-20,"Unbiased Spectroscopic Study of the Cygnus Loop with LAMOST. I. Optical
  Properties of Emission Lines and the Global Spectrum","  We present an unbiased spectroscopic study of the Galactic supernova remnant
(SNR) Cygnus Loop using the Large Sky Area Multi-object Fiber Spectroscopic
Telescope (LAMOST) DR5. LAMOST features both a large field of view and a large
aperture, which allow us to simultaneously obtain 4000 spectra at
$\sim$3700-9000 \AA with R$\approx$1800. The Cygnus Loop is a prototype of
middle-aged SNRs, which has the advantages of being bright, large in angular
size, and relatively unobscured by dust. Along the line of sight to the Cygnus
Loop, 2747 LAMOST DR5 spectra are found in total, which are spatially
distributed over the entire remnant. This spectral sample is free of the
selection bias of most previous studies, which often focus on bright filaments
or regions bright in [O III]. Visual inspection verifies that 368 spectra
(13$\%$ of the total) show clear spectral features to confirm their association
with the remnant. In addition, 176 spectra with line emission show ambiguity of
their origin but have a possible association to the SNR. In particular, the 154
spectra dominated by the SNR emission are further analyzed by identifying
emission lines and measuring their intensities. We examine distributions of
physical properties such as electron density and temperature, which vary
significantly inside the remnant, using theoretical models. By combining a
large number of the LAMOST spectra, a global spectrum representing the Cygnus
Loop is constructed, which presents characteristics of radiative shocks.
Finally, we discuss the effect of the unbiased spectral sample on the global
spectrum and its implication to understand a spatially unresolved SNR in a
distant galaxy.
",Ji Yeon Seok|Bon-Chul Koo|Gang Zhao|John C. Raymond,http://arxiv.org/abs/2004.09030v1,http://arxiv.org/pdf/2004.09030v1,http://dx.doi.org/10.3847/1538-4357/ab800b,"22 pages, 11 figures, published in ApJ, figure set available
  online-only",ApJ 893 79 (2020),physics,1,1
2004.09044v1,2020-04-20,2020-04-20,"Dark, Beyond Deep: A Paradigm Shift to Cognitive AI with Humanlike
  Common Sense","  Recent progress in deep learning is essentially based on a ""big data for
small tasks"" paradigm, under which massive amounts of data are used to train a
classifier for a single narrow task. In this paper, we call for a shift that
flips this paradigm upside down. Specifically, we propose a ""small data for big
tasks"" paradigm, wherein a single artificial intelligence (AI) system is
challenged to develop ""common sense"", enabling it to solve a wide range of
tasks with little training data. We illustrate the potential power of this new
paradigm by reviewing models of common sense that synthesize recent
breakthroughs in both machine and human vision. We identify functionality,
physics, intent, causality, and utility (FPICU) as the five core domains of
cognitive AI with humanlike common sense. When taken as a unified concept,
FPICU is concerned with the questions of ""why"" and ""how"", beyond the dominant
""what"" and ""where"" framework for understanding vision. They are invisible in
terms of pixels but nevertheless drive the creation, maintenance, and
development of visual scenes. We therefore coin them the ""dark matter"" of
vision. Just as our universe cannot be understood by merely studying observable
matter, we argue that vision cannot be understood without studying FPICU. We
demonstrate the power of this perspective to develop cognitive AI systems with
humanlike common sense by showing how to observe and apply FPICU with little
training data to solve a wide range of challenging tasks, including tool use,
planning, utility inference, and social learning. In summary, we argue that the
next generation of AI must embrace ""dark"" humanlike common sense for solving
novel tasks.
",Yixin Zhu|Tao Gao|Lifeng Fan|Siyuan Huang|Mark Edmonds|Hangxin Liu|Feng Gao|Chi Zhang|Siyuan Qi|Ying Nian Wu|Joshua B. Tenenbaum|Song-Chun Zhu,http://arxiv.org/abs/2004.09044v1,http://arxiv.org/pdf/2004.09044v1,http://dx.doi.org/10.1016/j.eng.2020.01.011,"For high quality figures, please refer to
  http://wellyzhang.github.io/attach/dark.pdf","Engineering, Feb, 2020",computer science,6,2
2004.13629v1,2020-04-20,2020-04-20,"Colon Shape Estimation Method for Colonoscope Tracking using Recurrent
  Neural Networks","  We propose an estimation method using a recurrent neural network (RNN) of the
colon's shape where deformation was occurred by a colonoscope insertion.
Colonoscope tracking or a navigation system that navigates physician to polyp
positions is needed to reduce such complications as colon perforation. Previous
tracking methods caused large tracking errors at the transverse and sigmoid
colons because these areas largely deform during colonoscope insertion. Colon
deformation should be taken into account in tracking processes. We propose a
colon deformation estimation method using RNN and obtain the colonoscope shape
from electromagnetic sensors during its insertion into the colon. This method
obtains positional, directional, and an insertion length from the colonoscope
shape. From its shape, we also calculate the relative features that represent
the positional and directional relationships between two points on a
colonoscope. Long short-term memory is used to estimate the current colon shape
from the past transition of the features of the colonoscope shape. We performed
colon shape estimation in a phantom study and correctly estimated the colon
shapes during colonoscope insertion with 12.39 (mm) estimation error.
",Masahiro Oda|Holger R. Roth|Takayuki Kitasaka|Kazuhiro Furukawa|Ryoji Miyahara|Yoshiki Hirooka|Hidemi Goto|Nassir Navab|Kensaku Mori,http://arxiv.org/abs/2004.13629v1,http://arxiv.org/pdf/2004.13629v1,http://dx.doi.org/10.1007/978-3-030-00937-3_21,"Accepted paper as a poster presentation at MICCAI 2018 (International
  Conference on Medical Image Computing and Computer-Assisted Intervention),
  Granada, Spain","Published in Proceedings of MICCAI 2018, LNCS 11073, pp 176-184",computer science,6,0
2004.09056v1,2020-04-20,2020-04-20,Colonoscope tracking method based on shape estimation network,"  This paper presents a colonoscope tracking method utilizing a colon shape
estimation method. CT colonography is used as a less-invasive colon diagnosis
method. If colonic polyps or early-stage cancers are found, they are removed in
a colonoscopic examination. In the colonoscopic examination, understanding
where the colonoscope running in the colon is difficult. A colonoscope
navigation system is necessary to reduce overlooking of polyps. We propose a
colonoscope tracking method for navigation systems. Previous colonoscope
tracking methods caused large tracking errors because they do not consider
deformations of the colon during colonoscope insertions. We utilize the shape
estimation network (SEN), which estimates deformed colon shape during
colonoscope insertions. The SEN is a neural network containing long short-term
memory (LSTM) layer. To perform colon shape estimation suitable to the real
clinical situation, we trained the SEN using data obtained during colonoscope
operations of physicians. The proposed tracking method performs mapping of the
colonoscope tip position to a position in the colon using estimation results of
the SEN. We evaluated the proposed method in a phantom study. We confirmed that
tracking errors of the proposed method was enough small to perform navigation
in the ascending, transverse, and descending colons.
",Masahiro Oda|Holger R. Roth|Takayuki Kitasaka|Kazuhiro Furukawa|Ryoji Miyahara|Yoshiki Hirooka|Nassir Navab|Kensaku Mori,http://arxiv.org/abs/2004.09056v1,http://arxiv.org/pdf/2004.09056v1,http://dx.doi.org/10.1117/12.2512729,"Accepted paper as an oral presentation at SPIE Medical Imaging 2019,
  San Diego, CA, USA","Proceedings of SPIE Medical Imaging 2019: Image-Guided Procedures,
  Robotic Interventions, and Modeling, Vol.10951, 109510Q",computer science,6,0
2004.09076v2,2020-04-20,2020-04-20,"Warming Early Mars with Climate Cycling: The Effect of CO2-H2
  Collision-induced Absorption","  Explaining the evidence for surface liquid water on early Mars has been a
challenge for climate modelers, as the sun was ~30% less luminous during the
late-Noachian. We propose that the additional greenhouse forcing of CO2-H2
collision-induced absorption is capable of bringing the surface temperature
above freezing and can put early Mars into a limit-cycling regime. Limit cycles
occur when insolation is low and CO2 outgassing rates are unable to balance
with the rapid drawdown of CO2 during warm weathering periods. Planets in this
regime will alternate between global glaciation and transient warm climate
phases. This mechanism is capable of explaining the geomorphological evidence
for transient warm periods in the martian record. Previous work has shown that
collision-induced absorption of CO2-H2 was capable of deglaciating early Mars,
but only with high H2 outgassing rates (greater than ~600 Tmol/yr) and at high
surface pressures (between 3 to 4 bars). We used new theoretically derived
collision-induced absorption coefficients for CO2-H2 to reevaluate the climate
limit cycling hypothesis for early Mars. Using the new and stronger absorption
coefficients in our 1-dimensional radiative convective model as well as our
energy balance model, we find that limit cycling can occur with an H2
outgassing rate as low as ~300 Tmol/yr at surface pressures below 3 bars. Our
results agree more closely with paleoparameters for early martian surface
pressure and hydrogen abundance.
",Benjamin P. C. Hayworth|Ravi Kumar Kopparapu|Jacob Haqq-Misra|Natasha E. Batalha|Rebecca C. Payne|Bradford J. Foley|Mma Ikwut-Ukwa|James F. Kasting,http://arxiv.org/abs/2004.09076v2,http://arxiv.org/pdf/2004.09076v2,http://dx.doi.org/10.1016/j.icarus.2020.113770,Publication date July 15 2020,Icarus 345 (2020) 113770,physics,5,2
2004.09094v1,2020-04-20,2020-04-20,Ultra Thin Films of Yttrium Iron Garnet with Very Low Damping: A Review,"  Thin Yttrium Iron Garnet (YIG) is a promising material for integrated
magnonics. In order to introduce YIG into nanofabrication processes it is
necessary to fabricate very thin YIG films with a thickness well below 100 nm
while retaining the extraordinary magnetic properties of the material,
especially its long magnon lifetime and spin wave propagation length. Here, we
give a brief introduction into the topic and we review and discuss the various
results published over the last decade in this area. Especially for ultrathin
films it turns out that pulsed layer deposition and sputtering are the most
promising candidates. In addition, we discuss the application of room
temperature deposition and annealing for lift-off based nanopatterning and the
properties of nanostructures obtained by this method over the past years.
",G. Schmidt|C. Hauser|P. Trempler|M. Paleschke|E. Th. Papaioannou,http://arxiv.org/abs/2004.09094v1,http://arxiv.org/pdf/2004.09094v1,http://dx.doi.org/10.1002/pssb.201900644,"16 pages, 11 figures","Phys. Status Solidi B 2020, 1900644",maths,0,0
2004.09169v1,2020-04-20,2020-04-20,Pose Manipulation with Identity Preservation,"  This paper describes a new model which generates images in novel poses e.g.
by altering face expression and orientation, from just a few instances of a
human subject. Unlike previous approaches which require large datasets of a
specific person for training, our approach may start from a scarce set of
images, even from a single image. To this end, we introduce Character Adaptive
Identity Normalization GAN (CainGAN) which uses spatial characteristic features
extracted by an embedder and combined across source images. The identity
information is propagated throughout the network by applying conditional
normalization. After extensive adversarial training, CainGAN receives figures
of faces from a certain individual and produces new ones while preserving the
person's identity. Experimental results show that the quality of generated
images scales with the size of the input set used during inference.
Furthermore, quantitative measurements indicate that CainGAN performs better
compared to other methods when training data is limited.
",Andrei-Timotei Ardelean|Lucian Mircea Sasu,http://arxiv.org/abs/2004.09169v1,http://arxiv.org/pdf/2004.09169v1,http://dx.doi.org/10.15837/ijccc.2020.2.3862,"9 pages, journal article","International Journal of Computers Communications & Control, Vol
  15, Nr 2, 3862, 2020",computer science,1,0
2004.09187v1,2020-04-20,2020-04-20,Thermal Accelerated Aging Methods for Magnet Wire: A Review,"  This paper focuses on accelerated aging methods for magnet wire. Reliability
of electrical devices such as coils, motors, relays, solenoids and transformers
is heavily dependent on the Electrical Insulation System (EIS). Accelerated
aging methods are used to rapidly simulate the conditions in real life, which
is typically years (20,000 hours) depending on the operating conditions. The
purpose of accelerated aging is to bring lifetime of an EIS to hours, days or
weeks. Shortening the lifetime of an EIS to such an extent, allows for the
study of the insulation materials behavior as well as investigate ways to
estimate the remaining useful life (RUL) for the purpose of predictive
maintenance. Unexpected failures in operation processes, where redundancy is
not present, can lead to high economical losses, machine downtime and often
health and safety risks. Conditions, under which thermal aging methods are
generally reported in the literature, typically neglect other factors, owing to
the sheer complexity and interdependence of the multifaceted aging phenomena.
This paper examines some existing thermal aging tests, which are currently used
to obtain data for enamel degradation in order to try to better understand of
how the thermal stresses degrade the EIS. Separation of these stresses, which
the EIS operate under, can yield a better understanding of how each of the
Thermal, the Electrical, the Ambient and the Mechanical (TEAM) stresses behave.
",Lukas L. Korcak|Darren F. Kavanagh,http://arxiv.org/abs/2004.09187v1,http://arxiv.org/pdf/2004.09187v1,http://dx.doi.org/10.1109/DIAGNOSTIKA.2018.8526099,"4 pages, 7 figures","2018 International Conference on Diagnostics in Electrical
  Engineering (Diagnostika)",electronics,2,0
2004.09279v1,2020-04-20,2020-04-20,"Observation of Cooperative Electronic Quantum Tunneling: Increasing
  Accessible Nuclear States in a Molecular Qudit","  As an extension of two-level quantum bits (qubits), multilevel systems,
so-called qudits, where d represents the Hilbert space dimension, have been
predicted to reduce the number of iterations in quantum computation algorithms.
This has been tested in the well-known [TbPc2]0 SMM, which allowed the
implementation of the Grover algorithm in a single molecular unit. In the quest
for molecular systems possessing an increased number of accessible nuclear spin
states, we explore herein a dimeric Tb2-SMM via single crystal {\mu}-SQUID
measurements at sub-Kelvin temperatures. We observe ferromagnetic interactions
between the Tb(III) ions and cooperative quantum tunneling of the electronic
spins with spin ground state \textit{J} = {\pm}6. The strong hyperfine coupling
with the Tb(III) nuclear spins leads to a multitude of spin reversal paths
leading to seven strong hyperfine driven tunneling steps in the hysteresis
loops. Our results show the possibility to read-out the Tb(III) nuclear spin
states via the cooperative tunneling of the electronic spins, making the
dimeric Tb2-SMM an excellent nuclear spin qudit candidate with d =16.
",Eufemio Moreno-Pineda|Svetlana Klyatskaya|Ping Du|Marko Damjanović|Gheorghe Taran|Wolfgang Wernsdorfer|Mario Ruben,http://arxiv.org/abs/2004.09279v1,http://arxiv.org/pdf/2004.09279v1,http://dx.doi.org/10.1021/acs.inorgchem.8b00823,"Manuscript contains 17 pages, 4 figures, and SI contains 10 pages and
  8 figures","Inorg. Chem. 2018, 57, 16, 9873-9879",physics,4,2
2004.09400v1,2020-04-20,2020-04-20,Fermionic versus bosonic behavior of confined Wigner molecules,"  We assess whether a confined Wigner molecule constituted by $2N$ fermions
behaves as $N$ bosons or $2N$ fermions. Following the work by C. K. Law [Phys.
Rev. A \textbf{71}, 034306 (2005)] and Chudzicki et al. [Phys. Rev. Lett.
\textbf{104}, 070402 (2010)] we discuss the physical meaning and the reason why
a large amount of entanglement is needed in order to ensure a bosonic composite
behavior. By applying a composite boson ansatz, we found that a Wigner molecule
confined in two dimensional traps presents a bosonic behavior induced by
symmetry. The two-particle Wigner molecule ground state required by the
composite boson ansatz was obtained within the harmonic approximation in the
strong interacting regime. Our approach allows us to address few-particle
states (widely studied within a variety of theoretical and numerical
techniques) as well as a large number of particles (difficult to address due to
computational costs). For a large number of particles, we found strong
fermionic correlations exposed by the suppression of particle fluctuations. For
a small number of particles, we show that the wave function calculated within
the composite boson ansatz captures the Friedel-Wigner transition. The latter
is shown in a regime in which strong correlations due to the Pauli exclusion
principle arise, therefore, we conclude that the coboson ansatz reproduces the
many particle physics of a confined Wigner molecule, even in the presence of
strong deviations of the ideal bosonic behavior due to fermionic correlations.
",Eloisa Cuestas|P. Alexander Bouvrie|Ana P. Majtey,http://arxiv.org/abs/2004.09400v1,http://arxiv.org/pdf/2004.09400v1,http://dx.doi.org/10.1103/PhysRevA.101.033620,"13 pages, 5 figures",PRA 101 033620 (2020),physics,0,2
2004.09422v1,2020-04-20,2020-04-20,"Analysis of the data on spin density matrix elements for $γp \to
  K^{*+}Λ$","  In our previous work [Phys. Rev. C {\bf 96}, 035206 (2017)], the
high-precision differential cross-section data for $\gamma p \to K^{*+}\Lambda$
reported by the CLAS Collaboration has been analyzed within an effective
Lagrangian approach. It was found that apart from the $t$-channel $K$, $K^*$,
and $\kappa$ exchanges, the $u$-channel $\Lambda$, $\Sigma$, and $\Sigma^*$
exchanges, the $s$-channel $N$ exchange, and the interaction current, one needs
to introduce at least two nucleon resonances in the $s$ channel in constructing
the reaction amplitudes to describe the cross-section data. One of the needed
resonances is $N(2060)5/2^-$, and the other one could be one of the
$N(2000)5/2^+$, $N(2040)3/2^+$, $N(2100)1/2^+$, $N(2120)3/2^-$, and
$N(2190)7/2^-$ resonances. In this paper, we further include in our analysis
the data on spin density matrix elements for $K^*$ meson reported recently by
the CLAS Collaboration, with the purpose being to impose further constraints on
extracting the resonance contents and to gain a better understanding of the
reaction mechanism. It turns out that with the new data on spin density matrix
elements taken into account, only the set with the $N(2060)5/2^-$ and
$N(2000)5/2^+$ resonances among those five possible solutions extracted from
the analysis of the differential cross-section data can satisfactorily describe
the data on both the differential cross sections and the spin density matrix
elements. Further analysis shows that this reaction is dominated by the
$t$-channel $K$ exchange and $s$-channel $N(2060)5/2^-$ and $N(2000)5/2^+$
exchanges.
",Neng-Chang Wei|Ai-Chao Wang|Fei Huang|De-Min Li,http://arxiv.org/abs/2004.09422v1,http://arxiv.org/pdf/2004.09422v1,http://dx.doi.org/10.1103/PhysRevC.101.014003,"9 figures, 11 pages","Phys. Rev. C 101, 014003 (2020)",physics,0,0
2004.09610v1,2020-04-20,2020-04-20,Deep variational network for rapid 4D flow MRI reconstruction,"  Phase-contrast magnetic resonance imaging (MRI) provides time-resolved
quantification of blood flow dynamics that can aid clinical diagnosis. Long in
vivo scan times due to repeated three-dimensional (3D) volume sampling over
cardiac phases and breathing cycles necessitate accelerated imaging techniques
that leverage data correlations. Standard compressed sensing reconstruction
methods require tuning of hyperparameters and are computationally expensive,
which diminishes the potential reduction of examination times. We propose an
efficient model-based deep neural reconstruction network and evaluate its
performance on clinical aortic flow data. The network is shown to reconstruct
undersampled 4D flow MRI data in under a minute on standard consumer hardware.
Remarkably, the relatively low amounts of tunable parameters allowed the
network to be trained on images from 11 reference scans while generalizing well
to retrospective and prospective undersampled data for various acceleration
factors and anatomies.
",Valery Vishnevskiy|Jonas Walheim|Sebastian Kozerke,http://arxiv.org/abs/2004.09610v1,http://arxiv.org/pdf/2004.09610v1,http://dx.doi.org/10.1038/s42256-020-0165-6,"15 pages, 6 figures","Nature Machine Intelligence 2, 228-235 (2020)",electronics,2,1
2004.09630v1,2020-04-20,2020-04-20,"Optimization of Chaos-based Coded Modulations for Compensation of
  Amplifier Nonlinearities","  In this work we expand the possibilities of a known class of chaos-based
coded modulation (CCM) systems to address the problem of high-power amplifier
(HPA) nonlinearity. The hypothesis is that the CCM nonlinear nature can be
exploited to counteract its effects on the system performance, avoiding the
need of a predistorter. We propose an optimization method for the design of the
CCM to prove this hypothesis. The results show that, for a given back-off
level, a nonlinear mapping function for the chaos-based encoder and decoder can
be designed to compensate the HPA effect on the error rate.
",Francisco J. Escribano|José Sáez-Landete|Alexandre Wagemakers,http://arxiv.org/abs/2004.09630v1,http://arxiv.org/pdf/2004.09630v1,http://dx.doi.org/10.1049/el.2016.2864,"2 pages, 3 figures","Electronics Letters, vol. 52, no. 22, pp. 1855-1857, 27 10 2016",computer science,2,0
2004.09644v1,2020-04-20,2020-04-20,"Site-bond percolation solution to preventing the propagation of
  \textit{Phytophthora} zoospores on plantations","  We propose a strategy based on the site-bond percolation to minimize the
propagation of \textit{Phytophthora} zoospores on plantations, consisting in
introducing physical barriers between neighboring plants. Two clustering
processes are distinguished: i) one of cells with the presence of the pathogen,
detected on soil analysis; and ii) that of diseased plants, revealed from a
visual inspection of the plantation. The former is well described by the
standard site-bond percolation. In the latter, the percolation threshold is
fitted by a Tsallis distribution when no barriers are introduced. We provide,
for both cases, the formulae for the minimal barrier density to prevent the
emergence of the spanning cluster. Though this work is focused on a specific
pathogen, the model presented here can also be applied to prevent the spreading
of other pathogens that disseminate, by other means, from one plant to the
neighboring ones. Finally, the application of this strategy to three types of
commercialy important Mexican chili plants is also shown.
",J. E. Ramírez|C. Pajares|M. I. Martínez|R. Rodríguez Fernández|E. Molina-Gayosso|J. Lozada-Lechuga|A. Fernández Téllez,http://arxiv.org/abs/2004.09644v1,http://arxiv.org/pdf/2004.09644v1,http://dx.doi.org/10.1103/PhysRevE.101.032301,"13 pages, 7 figures","Phys. Rev. E, 101, 032301, 2020",biology,0,0
2004.09648v1,2020-04-20,2020-04-20,"Gemini Near-Infrared Field Spectrograph Observations of the Seyfert 2
  Galaxy Mrk 3: Feeding and Feedback on Galactic and Nuclear Scales","  We explore the kinematics of the stars, ionized gas, and warm molecular gas
in the Seyfert 2 galaxy Mrk~3 (UGC~3426) on nuclear and galactic scales with
{\it Gemini} Near-Infrared Field Spectrograph (NIFS) observations, previous
{\it Hubble Space Telescope} data, and new long-slit spectra from the {\it
Apache Point Observatory} ({\it APO}) 3.5 m telescope. The {\it APO} spectra
are consistent with our previous suggestion that a galactic-scale gas/dust disk
at PA $=$ 129\arcdeg, offset from the major axis of the host S0 galaxy at PA
$=$ 28\arcdeg, is responsible for the orientation of the extended narrow-line
region (ENLR). The disk is fed by an H~I tidal stream from a gas-rich spiral
galaxy (UGC~3422) $\sim$100 kpc to the NW of Mrk 3, and is ionized by the AGN
to a distance of at least $\sim$20\arcsec\ ($\sim$5.4 kpc) from the central
supermassive black hole (SMBH). The kinematics within at least 320 pc of the
SMBH are dominated by outflows with radial (line of sight) velocities up to
1500 km s$^{-1}$ in the ionized gas and 500 km s$^{-1}$ in the warm molecular
gas, consistent with in situ heating, ionization, and acceleration of ambient
gas to produce the narrow-line region (NLR) outflows. There is a disk of
ionized and warm molecular gas within $\sim$400 pc of the SMBH that has
re-oriented close to the stellar major axis but is counter-rotating, consistent
with claims of external fueling of AGN in S0 galaxies.
",C. L. Gnilka|D. M. Crenshaw|T. C. Fischer|M. Revalski|B. Meena|F. Martinez|G. E. Polack|C. Machuca|D. Dashtamirova|S. B. Kraemer|H. R. Schmitt|R. A. Riffel|T. Storchi-Bergmann,http://arxiv.org/abs/2004.09648v1,http://arxiv.org/pdf/2004.09648v1,http://dx.doi.org/10.3847/1538-4357/ab8000,"Accepted for Publication in ApJ on March 13, 2020. The paper has 30
  pages and 17 figures","The Astrophysical Journal, 893:80 (19pp), 2020 April 10",physics,0,0
2004.09667v2,2020-04-20,2020-04-20,Impossibility of masking a set of quantum states of nonzero measure,"  We study the quantum information masking based on isometric linear operators
that distribute the information encoded in pure states to the correlations in
bipartite states. It is shown that a isometric linear operator can not mask any
nonzero measure set of pure states. We present a geometric characterization of
the maskable sets, and show that any maskable set must be on a spherical circle
in certain Euclidean spaces. Detailed examples and potential applications in
such as secret sharing and quantum cryptography are analyzed.
",Xiao-Bin Liang|Bo Li|Shao-Ming Fei|Heng Fan,http://arxiv.org/abs/2004.09667v2,http://arxiv.org/pdf/2004.09667v2,http://dx.doi.org/10.1103/PhysRevA.101.042321,"7 pages, 3 figures, comments are welcome!","Physical Review A 101, 042321 (2020)",physics,2,0
2004.09728v1,2020-04-21,2020-04-21,"Coupling-decoupling of conducting topological surface states in thick
  Bi$_2$Se$_3$ single crystals","  Sensitive ac susceptibility measurements of a topological insulator,
Bi$_2$Se$_3$ single crystal, using mutual two coil inductance technique (Ref.
32) shows coupling and decoupling of high conducting surface states. The
coupling of the surface states exists upto thickness of 70 microns, which is
much larger than the direct coupling limit of thickness approximately 5 to 10
nanometers found in thin films. The high conducting topological surface states
are coupled through the crystal via high electrically conducting channels,
generated by Selenium vacancies. These conducting channels through the bulk
disintegrate beyond 70 micron thickness and at high temperatures, thereby
leading to decoupling of the topological surface states. We show the decoupled
surface states persist upto room temperature in the topological insulator.
Analysis of Nyquist plot of ac-susceptibility response of the TI using a
resistor (R) Inductor (L) model shows an inductive nature of the coupling
between surface states found in these Bi$_2$Se$_3$ crystals.
",Amit Jash|Sayantan Ghosh|A. Bharathi|S. S. Banerjee,http://arxiv.org/abs/2004.09728v1,http://arxiv.org/pdf/2004.09728v1,http://dx.doi.org/10.1103/PhysRevB.101.165119,"19 pages, 5 figures","Phys. Rev. B 101, 165119 (2020)",physics,1,0
2004.09797v1,2020-04-21,2020-04-21,"The Axisymmetric Central Configurations of the Four-Body Problem with
  Three Equal Masses","  In the studied axisymmetric case of the central four-body problem, the axis
of symmetry is defined by two unequal-mass bodies, while the other two bodies
are situated symmetrically with respect to this axis and have equal masses.
Here, we consider a special case of the problem and assume that three of the
masses are equal. Using a recently found analytical solution of the general
case, we formulate the equations of condition for three equal masses
analytically and solve them numerically. A complete description of the problem
is given by providing both the coordinates and masses of the bodies. We show
furthermore how the three-equal-mass solutions are related to the general case
in the coordinate space. The physical aspects of the configurations are also
studied and discussed.
",Emese Kővári|Bálint Érdi,http://arxiv.org/abs/2004.09797v1,http://arxiv.org/pdf/2004.09797v1,http://dx.doi.org/10.3390/sym12040648,"16 pages, 8 figures, appeared in the open-access journal Symmetry
  (special issue: Astronomy and Symmetry)","Symmetry, Vol. 12, No. 4, id. 648 (2020)",maths,0,1
2004.09816v1,2020-04-21,2020-04-21,"Obtaining a scalar fifth force via a broken-symmetry couple between the
  scalar field and matter","  A matter-coupled scalar field model is presented in obtaining a scalar fifth
force when the constraint of the current cosmological constant is satisfied.
The interaction potential energy density between the scalar field and matter
has a symmetry-breaking form with two potential wells. The cosmological
constant is proven to be a value of the scalar-field's self-interaction
potential energy density at the minimum of an effective
matter-density-dependent potential energy density. The effective potential is a
sum of the interaction potential and the self-interaction potential of the
scalar field. The scalar field can stably sit at the minimum and then the
time-dependent cosmological `constant' behaves like a constant. The observed
cosmic acceleration can be accounted for the scalar field. The scalar field is
also extrapolated to account for inflation at the inflationary era of the
Universe. In this era matter fluid is relativistic and then the interaction
potential wells vanish. The unconfined quintessence therefore dominates the
evolution of the Universe. It is concluded that `Planck 2018 results' favour
the closed space of the Universe. The reasons are not only the measured value
of the current Hubble constant, but also the observed feature of a concave
potential in the framework of single-field inflationary models. By invoking a
pseudo-potential in the inflationary era, the concave feature can be attributed
to the pseudo-potential although the self-interaction potential is a convex
function. The pseudo-potential is defined by a sum of the self-interaction
potential and the energy density scale of the curvature of the Universe. It is
that the positive curvature leads to the concave feature of the
pseudo-potential.
",Hai-Chao Zhang,http://arxiv.org/abs/2004.09816v1,http://arxiv.org/pdf/2004.09816v1,http://dx.doi.org/10.1103/PhysRevD.101.044020,"49pages, 18figures","Physical Review D 101, 044020 (2020)",physics,0,0
2004.09882v2,2020-04-21,2020-04-21,"Large Time Step and DC Stable TD-EFIE Discretized with Implicit
  Runge-Kutta Methods","  The Time Domain-Electric Field Integral Equation (TD-EFIE) and its
differentiated version are widely used to simulate the transient scattering of
a time dependent electromagnetic field by a Perfect Electrical Conductor (PEC).
The time discretization of the TD-EFIE can be achieved by a space-time Galerkin
approach or, as it is considered in this contribution, by a convolution
quadrature using Implicit Runge-Kutta methods. The solution is then computed
using the Marching-On-in-Time (MOT) algorithm. The differentiated TD-EFIE has
two problems: (i) the system matrix suffers from ill-conditioning when the time
step increases (low frequency breakdown) and (ii) it suffers from the DC
instability, i.e. the formulation allows for the existence of spurious
solenoidal currents that grow slowly in the solution. In this work, we show
that (i) and (ii) can be alleviated by leveraging quasi-Helmholtz projectors to
separate the Helmholtz components of the induced current and rescale them
independently. The efficacy of the approach is demonstrated by numerical
examples including benchmarks and real life applications.
",Alexandre Dély|Francesco P. Andriulli|Kristof Cools,http://arxiv.org/abs/2004.09882v2,http://arxiv.org/pdf/2004.09882v2,http://dx.doi.org/10.1109/TAP.2019.2943443,"10 pages, 5 figures","IEEE Transactions on Antennas and Propagation, vol. 68, no. 2, pp.
  976-985, Feb. 2020",physics,3,0
